	P2_1_B
2637	"- falta de especialista profesionales
- mala infraestructura
- falta de implementación en los servicios públicos
- sin stock de medicamentos para enfermedades crónicas"
2638	"-largas esperas de ic a atención secundaria
-mal acceso y cobertura
-privatización de la salud
-calidad de la atención (capacitar)
-falta de rrhh 
- poco tiempo destinado a la atención del paciente en box"
2639	" existe una lentitud en la atención médica para hospitalizaciones y para acceder a exámenes medicos, razón por la cual el estado debe fiscalizar y mejorar la atención médica en el servicio publico
fortalecer el flnanciamiento."
2640	-existe una lentitud en la atención médica para hospitalizaciones y para acceder a exámenes médicos, razón por la cual el estado debe fiscalizar y mejorar la atención medica en el servicio público fortalecer el financiamiento.
2641	producto del mal estado de los caminos y lo difícil que es conectarse en la region y con el resto del pais 
2642	"que sea un derecho y un privilegio, donde el estado regale, patrocine valores.
impulsar al ate."
2643	a los abuelitos no les alcanza econimocamente para terminar el mes, gastan bastante dinero en remedios.
2644	"- falta de dignidad por los mas viejos
- modificacion al sistema para envejecer con dignidad"
2645	participantes, indican que el acceso a salud no solo va asociado a gratuidad, sino a calidad, ya que indican que esta en conocimiento que un 75% del presupuesto de salud es destinado para pago de profesionales y la diferencia es para la atencion en salud.cifra que consideran alarmante.
2646	que exista cambios desde las politicas las leyes para desde ahí, ir bajando por las necesidades reales.
2647	donde el trabajo pueda ser equilibrado con la vida familiar y donde los sueldos nos permitan tener mayor económica
2648	"- Educación igualitaria._
- garantizar educación gratuita para alumnos con promedio arriba de 6.0 -
- eliminar el sistema de selección para colegio._"
2649	"falta de profesionales especialistas.
sistema carente de empatía.
precariedad del servicio público.
incluir tratamiento a enfermedades catastróficas.
complementar con medicinas alternativas."
2650	aumentar el sueldo minimo, que permita llegar a fin de mes y ojalá poder tener dinero para recreación 
2651	"para poder avanzar y lograr acuerdos debemos hacerlo en una sociedad tranquila.
aumento del sueldo mínimo y aumentar sobre todo el sueldo de los profesores."
2652	el auge no cubre todos los tipos de cancer y el servicio no satisface a los enfermos graves. 
2653	"- trato al usuario 
- mayor dotación de especialidad médica y facilitar el sistema de hora de atención 
falta stock de medicamentos "
2654	"retomar la democracioa por que no se puede vivir libremente
entregar el poder a las policias
potenciar la educacion en la familia"
2655	porque enloda todas las acciones que pueden hacerse para cambiar nuestro país, si se elimina o disminuye se nivela todas las necesidades. existen muchos favores políticos
2656	"todos los beneficios que se entregan demoran mucho por el centralismo de las capitales. aumentar indiferencia en localidades
se debe disminuir centralismo"
2657	"la gente se está muriendo porque es la salud
hay enfermedades que no están incluidas en el auge no hay especialistas"
2658	debe ser la herramienta que permita acceder a una mejor calidad de vida, brinda más oportunidades debe ser igual la pública con la privada, gratuita y de calidad, acceso para todas las familias 
2659	que al generar una nueva constitución con asamblea constituyente que con ello podamos generar un nuevo distribución de recurso y fiscalizar con el lucro
2660	"existe un temor actualmente de jubilar. las necesidades son mucho más de lo que se gana.
una jubilación digna.
jubilación  todos por igual, diferencia uniformada. "
2661	"existe un temor actualmente de jubilos. las necesidades son mucho más de lo que se gana
una jubilación digna
jubilación todos por igual a dif. uniformados "
2662	"- falta de movilización.
- semáforos inclusivos. 
- baños adaptados y en buses de todo servicio."
2663	"como pueblo de tocome necesitamos que se habra el colegio para nuestros niños, ya que nos obligan a llevar a otro lugar. con el peligro que implica.
- que el gobierno escuche nuestra necesidad. 
- becas para nuestros hijos que nos ecuchen"
2664	"mejorar atención en los consultorios, porque la privada es muy cara.

igualdad para acceder a trabajar"
2665	"sistema burocratico
los recursos del ccr son escasos
faltan mas medicamentos en sistema de salud
faltan especialistas en sistema primario y exámenes"
2666	se tienen que hacer cargo de adultos mayores. familiar porque por si mismo no es auto-suficiente
2667	que la constitucion y el pueblo de chile reconozcan la existencia depueblos naciones de pueblo originarios
2668	que la constitución y el pueblo de chile reconozcan la existencia de los pueblos naciones originarias.
2669	que todos  accedan a un sistema de salud eficiente, de calidad, con insumos asequibles. más humano y digno
2670	"que tengamos mas acceso a la educación
que nuestros niños no viajen tanto para ir al colegio"
2671	mejorar acceso a horas y atenciones por el numero de adultos mayores que hay en el país, aumentar el número de farmacias populares
2672	las pensiones un tema que le afecta o afectará a todos y con las pensiones que hoy se reciben nadie vive
2673	mejorar las pensiones y las condiciones de quienes reciben no les alcanza para tener una vida digna
2674	la educación en nuestro país es de mala calidad, no se puede escoger la educación para nuestros hijos
2675	"no se pueden juntar y dialogar en vez de destruir aun mas nuestro país 
violencia genera más violencia "
2676	-porque son muy bajas y no alcanzan a cubrir las necesidades humanas de la tercera edad
2677	"por la escases de especialistas de la salud en los centros médicos de las localidades rurales y la falta de insumos médicos 
los cuales tardan demasiado en llegar baja calidad de atención"
2678	"regular salud privada ( isapres)
mejorar las prestaciones y slaud en la atencion publica
regular precios medicamentos
regular porcnetajes de aporte que no pcupan beneficio en favor de otros"
2679	"no hay agua suficiente para regantes pequeños, sólo para los grandes.
también ha bajado mucho el nivel del agua."
2680	es muy poco lo que se invierte en salud, lo que se designa por persona es muy bajo. hay muy pocos medicos en chile profesionales de la salud extranjeros han suplido. es muy diferente la atención pública es muy desigual el acceso de la privada
2681	"educacion valorica sobretodo de los menores de edad.
nivel de crianza que les estan entregando a los niños.
carencias de educacion valorica"
2682	se ha sumado mucho la cesantía. se han pérdido muchos puestos de trabajo y los que existan evitan la estabilidad
2683	la salud es lo más importante para una personas, para todos, sin salud no hacemos nada
2684	calidad de la atención, disponibilidad y precio de medicamentos, disponibilidad hora hospitalización, no están todos los medicamentos en la farmacia populares y hospitales , debe ser un derecho basico, hospitales no cubren ni lo basico 
2685	disponibilidad y costo de medicamentos, atención hospitalaria, no hay horas médicas, no hay ni donde sentarse, infraestructura. tiempos de espera para conseguir hora.
2686	se piensa que hay una mala distribución del recurso hídrico. se suma la baja en precipitación es que enfrenta el país en la zona central.
2687	".porque ha sido un negosio para los empresarios
.a largo plazo no es veneficio para el que impone "
2688	-existencia de doble sistema siendo necesario una regulacion donde se vele como derecho para todos, y no como un acceso que es co que existe en la actualidad.
2689	"-una previsión social que garantice un pensión justa.
-poder disponer de un porcentaje de mi fondo para proyectos personales."
2690	"lo cambiaron de afp lo que quisieron le devolvieron 
se la pasan todos ellos.
hay grandes metidos "
2691	"- el agua está privatizada
- el agua mas cara dela región
- cobro alcantarillados y mantención cobra gastos de la empresa"
2692	"montos de dinero mas alto para emprender.
que el dinero sea entregado a la mujer emprendedora.
mas facilidad para postular a proyectos."
2693	"esta muy dividido segregado, no solo en remuneración sino con oportunidades laborales; esfuerzos
buena salud para todos (educación)"
2694	"mejor salud, para las personas que tienen isapre.
mejorar las horas de examenes.
eliminar las listas de espera."
2695	"- mejorar la calidad de servicio salud. además de conseguir esto requiere inversión de real para poder optar tratamientos
- el acceso, la prueba psu-brecha entre la educación pública y privada."
2696	"- profesores mal preparados, generar capacitaciones y mejoras tecnicas
- mejores incentivos para ser profesor
-mas recursos; mejor distribución
-mejores procesos; herramientas utiles para el aprendizaje"
